id,繁體字,部首,筆畫,普通話拼音,粵拼,學習階段,字例,相關詞語數目,相關詞語
2530,獸,犬,19,shòu,sau3〔秀〕,第一學習階段,,2,怪獸、野獸
2532,獻,犬,20,xiɑ̀n,hin3〔憲〕,第二學習階段,,2,奉獻、貢獻
2535,率,玄,11,shuɑ̀i；lǜ,seot1〔恤〕；leot6〔律〕,第二學習階段,①增長率 ②率領,6,率先、率領、比率、利率、效率、速率
2536,王,玉,4,wɑ́ng,wong4〔黃〕,第一學習階段,①石油大王 ②大王武功高強,7,王子、王室、王國、王朝、大王、帝王、國王
2537,玉,玉,5,yù,juk6〔欲〕,第一學習階段,,4,玉米、粟米、璧玉、寶玉
2538,玖,玉,7,jiǔ,gau2〔久〕,第二學習階段,,0,
2540,玩,玉,8,wɑ́n,wun6〔換〕；waan4〔還〕,第一學習階段,,9,玩（兒）、玩弄、玩具、玩耍、玩笑、玩意（兒）、好玩（兒）、開玩笑、遊玩
2541,玫,玉,8,méi,mui4〔媒〕,第一學習階段,,1,玫瑰
2543,珊,玉,9,shɑ̄n,saan1〔山〕,第一學習階段,,1,珊瑚
2544,玻,玉,9,bō,bo1〔坡〕,第一學習階段,,1,玻璃
2546,珍,玉,9,zhēn,zan1〔真〕,第一學習階段,,7,珍品、珍珠、珍惜、珍貴、珍藏、珍寶、八珍
2549,班,玉,10,bɑ̄n,baan1〔斑〕,第一學習階段,,5,班主任、班級、下班、上班、值班
2551,珠,玉,10,zhū,zyu1〔朱〕,第一學習階段,,3,珠寶、珍珠、眼珠
2555,球,玉,11,qiú,kau4〔求〕,第一學習階段,,27,球星、球員、球迷、球場、球隊、球賽、球證、球體、月球、北半球、皮球、全球、地球、地球儀、羽毛球、足球、保齡球、南半球、星球、風球、哥爾夫球、高爾夫球、氣球、排球、眼球、網球、籃球
2556,理,玉,11,lǐ,lei5〔李〕,第二學習階段,,39,理由、理事、理所當然、理想、理會、理睬、理解、理論、理髮、大理石、心理、代理、生理、合理、地理、助理、受理、治理、物理、修理、倫理、原理、料理、梳理、真理、紋理、推理、條理、清理、處理、順理成章、經理、署理、道理、管理、審理、整理、辦理、護理
2557,現,玉,11,xiɑ̀n,jin6〔硯〕,第二學習階段,,21,現今、現代、現代化、現在、現成、現行、現況、現狀、現金、現時、現場、現象、現實、出現、呈現、表現、展現、浮現、發現、實現、體現
2560,琳,玉,12,lín,lam4〔林〕,第二學習階段,,1,琳瑯滿目
2561,琢,玉,12,zhuó,doek3〔啄〕,第一學習階段,,1,雕琢
2562,琵,玉,12,pí,pei4〔疲〕,第一學習階段,,1,琵琶
2563,琶,玉,12,pɑ́,paa4〔爬〕,第一學習階段,,1,琵琶
2565,琴,玉,12,qín,kam4〔禽〕,第一學習階段,,2,小提琴、鋼琴
2567,瑯,玉,13,lɑ́ng,long4〔狼〕,第二學習階段,,1,琳瑯滿目
2570,瑚,玉,13,hú,wu4〔狐〕,第一學習階段,,1,珊瑚
2577,瑰,玉,14,guī,gwai3〔季〕,第一學習階段,,2,瑰寶、玫瑰
2579,瑣,玉,14,suǒ,so2〔所〕,第二學習階段,,1,瑣碎
2581,瑩,玉,15,yíng,jing4〔仍〕,第二學習階段,,1,晶瑩
2583,璃,玉,15,li,lei1〔拉基1〕；lei4〔梨〕,第一學習階段,,1,玻璃
2586,環,玉,17,huɑ́n,waan4〔頑〕,第一學習階段,,8,環保、環迴、環節、環境、環繞、環顧、耳環、循環
2588,璧,玉,18,bì,bik1〔迫〕,第二學習階段,,1,璧玉
2592,瓜,瓜,5,guɑ̄,gwaa1〔卦1〕,第一學習階段,,6,木瓜、冬瓜、西瓜、南瓜、黃瓜、青瓜
2595,瓣,瓜,19,bɑ̀n,faan6〔飯〕；baan6〔辦〕,第二學習階段,,1,花瓣
2596,瓦,瓦,5,wɑ̌,ngaa5〔雅〕,第一學習階段,,1,千瓦
2597,瓶,瓦,11,píng,ping4〔平〕,第一學習階段,,4,瓶子、半瓶醋、半桶水、花瓶
2598,瓷,瓦,11,cí,ci4〔池〕,第二學習階段,,2,瓷器、陶瓷
2599,甄,瓦,14,zhēn,jan1〔因〕,第二學習階段,,1,甄選
2602,甘,甘,5,gɑ̄n,gam1〔金〕,第一學習階段,,1,甘蔗
2603,甚,甘,9,shèn；shén,sam6〔森6〕,第二學習階段,①甚至 ②甚麼,7,甚至、甚麼、什麼、沒甚麼、沒什麼、為甚麼、為什麼
2604,甜,甘,11,tiɑ́n,tim4〔恬〕,第一學習階段,,4,甜品、甜美、甜蜜、香甜
2605,生,生,5,shēng,sang1〔甥〕,第一學習階段,①生氣勃勃 ②不要生氣,58,生日、生平、生字、生存、生肖、生育、生辰、生命、生怕、生物、生長、生前、生活、生計、生氣、生病、生動、生涯、生理、生產、生殖、生意、生態、生機、一生、人生、人生觀、女生、天生、出生、民生、永生、先生、再生、考生、自力更生、別開生面、男生、招生、花生、陌生、師生、逃生、高材生、產生、終生、野生、發生、萌生、維生素、維他命、寫生、誕生、學生、謀生、應運而生、醫生、衞生
2606,產,生,11,chɑ̌n,caan2〔鏟〕,第一學習階段,,19,產生、產物、產品、水產、出產、生產、投產、房地產、物產、海產、特產、破產、財產、國產、資產、農產品、漁產、遺產、礦產
2607,甦,生,12,sū,sou1〔蘇〕,第二學習階段,,2,復蘇、復甦
2608,甥,生,12,shēng,sang1〔牲〕,第一學習階段,,1,外甥
2609,用,用,5,yòng,jung6〔翁6〕,第一學習階段,①用心學習 ②別有用心,49,用不着、用心、用功、用地、用具、用法、用品、用處、用途、用户、不用、公用、引用、日用、功用、民用、任用、共用、有用、佔用、作用、利用、沒用、享用、使用、服用、沿用、信用、信用卡、耐用、食用、起用、動用、常用、御用、採用、啟用、通用、費用、飲用、試用、運用、零用錢、僱用、實用、適用、應用、濫用、藥用
2610,甩,用,5,shuɑ̌i,lat1〔羅乞1〕,第二學習階段,,0,
2614,田,田,5,tiɑ́n,tin4〔填〕,第一學習階段,,7,田地、田徑、田野、田園、油田、農田、稻田
2615,由,田,5,yóu,jau4〔尤〕,第一學習階段,,6,由於、由衷、不由得、任由、自由、理由
2616,甲,田,5,jiɑ̌,gaap3〔夾〕,第一學習階段,,2,甲殼、三甲
2617,申,田,5,shēn,san1〔身〕,第一學習階段,,3,申訴、申請、重申
2618,男,田,7,nɑ́n,naam4〔南〕,第一學習階段,①這是她的男人 (丈夫) ②穿西裝的男人,8,男人、男士、男女、男女老少、男女老幼、男子、男生、男孩
2620,畏,田,9,wèi,wai3〔慰〕,第二學習階段,,2,畏懼、大無畏
2621,界,田,9,jiè,gaai3〔介〕,第二學習階段,,12,界限、界線、大開眼界、世界、外界、交界、自然界、周界、國界、業界、境界、邊界
2622,畔,田,10,pɑ̀n,bun6〔伴〕,第二學習階段,,1,河畔
2623,畝,田,10,mǔ,mau5〔某〕,第二學習階段,,0,
2624,畜,田,10,xù；chù,cuk1〔促〕,第一學習階段,,3,畜牧、畜牲、家畜
2626,留,田,10,liú,lau4〔流〕,第一學習階段,,14,留下、留心、留言、留念、留意、留學、留醫、拘留、保留、停留、逗留、滯留、遺留、羈留
2628,異,田,11,yì,ji6〔二〕,第一學習階段,,12,異口同聲、異同、異性、異軍突起、異常、異樣、日新月異、奇異、差異、詫異、優異、驚異
2629,略,田,11,lüè,loek6〔掠〕,第一學習階段,,6,忽略、侵略、省略、策略、領略、戰略
2630,畢,田,11,bì,bat1〔不〕,第一學習階段,,3,畢竟、畢業、完畢
2631,畫,田,12,huɑ̀,waa6〔話〕；waak6〔或〕；waa2〔話2〕,第一學習階段,①圖畫 ②畫線,19,畫面、畫家、畫廊、畫像、卡通、動畫、年畫、版畫、計畫、計劃、書畫、規畫、規劃、策畫、策劃、圖畫、漫畫、壁畫、繪畫
2632,番,田,12,fɑ̄n,faan1〔翻〕,第二學習階段,,6,肥皂、番梘、番石榴、番茄、西紅柿、一番
2633,畸,田,13,jī,kei1〔崎〕,第一學習階段,,1,畸形
2634,當,田,13,dɑ̄ng；dɑ̀ng,dong1〔噹〕；dong3〔檔〕,第一學習階段,①當中 ②當選 ③當作 ④押當,34,當中、當今、當天、當日、當代、當地、當年、當成、當作、當做、當局、當初、當前、當面、當值、當時、當務之急、當場、當然、當選、上當、不敢當、不當、正當、妥當、每當、恰當、相當、首當其衝、得當、理所當然、適當、擔當、應當
2636,疆,田,19,jiɑ̄ng,goeng1〔薑〕,第二學習階段,,1,邊疆
2637,疊,田,22,dié,dip6〔蝶〕,第一學習階段,,1,重疊
2638,疋,疋,5,pǐ,pat1〔匹〕,第二學習階段,,1,疋頭
2639,疏,疋,12,shū,so1〔蔬〕,第一學習階段,,3,疏忽、疏通、稀疏
2640,疑,疋,14,yí,ji4〔而〕,第一學習階段,,14,疑心、疑犯、疑匪、疑問、疑惑、疑慮、疑難、毋庸置疑、無疑、猶豫、猶疑、質疑、遲疑、懷疑
2644,疤,疒,9,bɑ̄,baa1〔爸〕,第一學習階段,,1,疤痕
2645,疫,疒,9,yì,jik6〔亦〕,第二學習階段,,2,疫苗、免疫
2647,疾,疒,10,jí,zat6〔侄〕,第一學習階段,,2,疾病、殘疾
2648,病,疒,10,bìng,beng6〔餅6〕；bing6〔兵6〕,第一學習階段,,20,病人、病房、病症、病情、病痛、病菌、病徵、心臟病、毛病、生病、治病、肺病、看病、胃病、疾病、傳染病、愛滋病、弊病、精神病、糖尿病
2649,症,疒,10,zhèng,zing3〔正〕,第一學習階段,,3,症狀、病症、對症下藥
2652,疲,疒,10,pí,pei4〔皮〕,第一學習階段,,5,疲乏、疲於奔命、疲倦、疲弱、疲勞
2653,疼,疒,10,téng,tang4〔騰〕,第一學習階段,,1,疼痛
2656,痕,疒,11,hén,han4〔很4〕,第二學習階段,,2,痕跡、疤痕
2658,痊,疒,11,quɑ́n,cyun4〔全〕,第二學習階段,,1,痊癒
2659,痛,疒,12,tòng,tung3〔通3〕,第一學習階段,,9,痛快、痛苦、痛哭、痛楚、苦痛、病痛、疼痛、悲痛、頭痛
2661,痙,疒,12,jìng,ging6〔競〕,第二學習階段,,1,痙攣
2662,痘,疒,12,dòu,dau6〔豆〕,第一學習階段,,3,水痘、牛痘、青春痘
2666,痰,疒,13,tɑ́n,taam4〔談〕,第一學習階段,,0,
2670,痺,疒,13,bì,bei3〔秘〕,第二學習階段,,1,麻痺
2672,痴,疒,13,chī,ci1〔雌〕,第二學習階段,,1,痴情
2675,瘋,疒,14,fēng,fung1〔封〕,第二學習階段,,2,瘋子、瘋狂
2676,瘓,疒,14,huɑ̀n,wun6〔換〕,第二學習階段,,1,癱瘓
2677,瘦,疒,14,shòu,sau3〔秀〕,第一學習階段,,1,瘦身
2681,瘤,疒,15,liú,lau4〔留〕,第二學習階段,,1,腫瘤
2682,瘡,疒,15,chuɑ̄ng,cong1〔倉〕,第一學習階段,,1,暗瘡
2686,癌,疒,17,ɑ́i,ngaam4〔岩〕,第二學習階段,,0,
2687,療,疒,17,liɑ́o,liu4〔聊〕,第二學習階段,,2,治療、醫療
2688,癒,疒,18,yù,jyu6〔喻〕,第二學習階段,,2,治癒、痊癒
2691,癢,疒,20,yɑ̌ng,joeng5〔氧〕,第二學習階段,,0,
2694,癮,疒,22,yǐn,jan5〔引〕,第二學習階段,,1,過癮
2696,癱,疒,24,tɑ̄n,taan1〔攤〕；taan2〔坦〕,第二學習階段,,1,癱瘓
2699,登,癶,12,dēng,dang1〔燈〕,第一學習階段,,9,登山、登台、登記、登高、登陸、登場、刊登、摩登、攀登
2700,發,癶,12,fɑ̄,faat3〔法〕,第一學習階段,,51,發布、發佈、發生、發行、發作、發抖、發育、發言、發放、發明、發泄、發炎、發芽、發表、發音、發射、發展、發財、發起、發動、發問、發售、發掘、發現、發票、發揮、發揚、發揚光大、發愁、發達、發電、發誓、發熱、發燒、發覺、引發、出發、自發、批發、抒發、梳化、沙發、啟發、揭發、散發、開發、頒發、蒸發、誘發、激發、爆發
2701,白,白,5,bɑ́i,baak6〔帛〕,第一學習階段,,15,白天、白白、白色、白茫茫、白菜、坦白、明白、花白、清白、蛋白質、雪白、黑白、蒼白、潔白、獨白
2702,百,白,6,bɑ̌i,baak3〔伯〕,第一學習階段,,9,百姓、老百姓、百花齊放、百貨、百貨公司、蜈蚣、百足、千方百計、千嬌百媚
2703,皂,白,7,zɑ̀o,zou6〔做〕,第一學習階段,,2,肥皂、番梘
2704,的,白,8,dì；dí；de,dik1〔嫡〕,第一學習階段,①幸福的 ②目的 ③的確,11,的士、出租車、計程車、的話、的確、目的、目的地、多的是、有的、有的是、似的
2705,皇,白,9,huɑ́ng,wong4〔王〕,第一學習階段,,3,皇后、皇帝、皇家
2706,皆,白,9,jiē,gaai1〔佳〕,第二學習階段,,1,比比皆是
2708,皎,白,11,jiɑ̌o,gaau2〔狡〕,第二學習階段,,1,皎潔
2712,皮,皮,5,pí,pei4〔疲〕,第一學習階段,,13,皮毛、皮具、皮帶、皮球、皮膚、皮鞋、肚皮、果皮、紙皮、眼皮、頑皮、調皮、橡皮圈
2715,皺,皮,15,zhòu,zau3〔咒〕,第二學習階段,,1,皺紋
2716,皿,皿,5,mǐn,ming5〔茗〕,第二學習階段,,1,器皿
2718,盈,皿,9,yíng,jing4〔形〕,第二學習階段,,1,盈利
2720,盆,皿,9,pén,pun4〔盤〕,第一學習階段,,3,盆地、盆栽、花盆
2721,益,皿,10,yì,jik1〔億〕,第一學習階段,,12,益處、益智、公益、日益、收益、有益、利益、受益、效益、得益、精益求精、權益
2723,盎,皿,10,ɑ̀ng,on1〔安〕；ong3〔柯五3〕,第二學習階段,,1,盎然
2725,盛,皿,11,shèng；chéng,sing6〔剩〕；sing4〔成〕,第一學習階段,①盛開 ②盛飯,13,盛世、盛名、盛行、盛況、盛開、盛會、盛載、盛譽、昌盛、茂盛、強盛、興盛、豐盛
2726,盒,皿,11,hé,hap6〔合〕,第一學習階段,,1,盒子
2727,盜,皿,12,dɑ̀o,dou6〔杜〕,第一學習階段,,4,盜賊、盜竊、防盜、強盜
2728,盞,皿,13,zhɑ̌n,zaan2〔琖〕,第二學習階段,,0,
2729,盟,皿,13,méng,mang4〔萌〕,第二學習階段,,3,加盟、同盟、聯盟
2730,盡,皿,14,jǐn；jìn,zeon6〔燼〕,第一學習階段,,11,盡力、盡忠職守、盡情、盡善盡美、盡量、盡頭、儘快、盡快、不盡、詳盡、應有盡有
2731,監,皿,14,jiɑ̄n,gaam1〔緘〕,第二學習階段,,6,監視、監督、監察、監獄、監製、總監
2732,盤,皿,15,pɑ́n,pun4〔盆〕,第一學習階段,,13,盤子、盤問、盤旋、光盤、光碟、地盤、硬盤、硬碟、磁盤、磁碟、算盤、樓盤、鍵盤
2735,盪,皿,17,dɑ̀ng,dong6〔蕩〕,第二學習階段,,1,震盪
2736,目,目,5,mù,muk6〔木〕,第二學習階段,,28,目不暇給、目光、目的、目的地、目前、目睹、目標、目錄、目瞪口呆、一目了然、有目共睹、耳目一新、刮目相看、注目、盲目、科目、面目、帳目、賬目、琳瑯滿目、項目、節目、奪目、數目、賞心悦目、題目、觸目驚心、矚目
2737,盯,目,7,dīng,ding1〔丁〕,第一學習階段,,0,
2738,盲,目,8,mɑ́ng,maang4〔猛4〕,第二學習階段,,2,盲目、文盲
2739,直,目,8,zhí,zik6〔夕〕,第一學習階段,,17,直升機、直尺、直立、直至、直角、直到、直徑、直接、直通車、直資、直播、直線、直覺、一直、正直、垂直、簡直
2741,相,目,9,xiɑ̄ng；xiɑ̀ng,soeng1〔商〕；soeng3〔箱3〕,第一學習階段,,36,相互、相反、相比、相片、相同、相似、相近、相信、相差、相處、相通、相連、相提並論、相等、相距、相傳、相當、相遇、相隔、相對、相稱、相撞、相鄰、相應、相簿、相識、相關、相繼、互相、守望相助、刮目相看、亮相、宰相、息息相關、真相、照相
2742,眉,目,9,méi,mei4〔微〕,第一學習階段,,2,眉毛、眉頭
2743,省,目,9,shěng；xǐng,saang2〔司橙2〕；sing2〔醒〕,第二學習階段,①省錢 ②廣東省 ③反省,4,省得、省略、反省、節省
2744,看,目,9,kɑ̀n；kɑ̄n,hon3〔漢〕；hon1〔刊〕,第一學習階段,①看守 ②看見,18,看不起、看守、看見、看來、看法、看待、看看、看病、看望、看管、好看、收看、刮目相看、查看、眼看、察看、難看、觀看
2745,盾,目,9,dùn,teon5〔他卵5〕,第二學習階段,,1,矛盾
2746,盼,目,9,pɑ̀n,paan3〔攀3〕,第一學習階段,,1,盼望
2748,真,目,10,zhēn,zan1〔珍〕,第一學習階段,,15,真切、真心、真正、真空、真是、真相、真情、真理、真誠、真實、真摯、天真、純真、傳真、認真
2749,眠,目,10,miɑ́n,min4〔棉〕,第一學習階段,,2,冬眠、睡眠
2750,眨,目,10,zhɑ̌,zaap3〔劄〕,第一學習階段,,1,眨眼
2752,眼,目,11,yɑ̌n,ngaan5〔顏5〕,第一學習階段,,24,眼下、眼皮、眼光、眼見、眼花繚亂、眼前、眼看、眼珠、眼神、眼淚、眼球、眼眶、眼睛、眼簾、眼鏡、大開眼界、字眼、眨眼、跌眼鏡、親眼、轉眼、轉眼間、轉瞬間、耀眼
2753,眶,目,11,kuɑ̀ng,hong1〔康〕；kwaang1〔逛1〕,第二學習階段,,1,眼眶
2754,眾,目,11,zhòng,zung3〔綜〕,第一學習階段,,12,眾人、眾多、眾志成城、眾所周知、大眾、公眾、民眾、普羅大眾、與眾不同、聽眾、觀眾、羣眾
2756,眺,目,11,tiɑ̀o,tiu3〔跳〕,第二學習階段,,1,眺望
2757,着,目,12,zhɑ́o；zhuó；zhe,zoek6〔雀6〕；zoek3〔雀〕,第一學習階段,①着火、睡着了 ②隨着 ③着手 ④穿着,15,着手、着火、着急、着重、着迷、着陸、着想、用不着、有着、衣着、沉着、為着、穿着、接着、跟着
2759,睛,目,13,jīng,zing1〔晶〕,第一學習階段,,1,眼睛
2761,睦,目,13,mù,muk6〔木〕,第一學習階段,,1,和睦
2763,睹,目,13,dǔ,dou2〔島〕,第二學習階段,,2,目睹、有目共睹
2764,督,目,13,dū,duk1〔篤〕,第二學習階段,,3,基督教、監督、總督
2765,睬,目,13,cɑ̌i,coi2〔采〕,第一學習階段,,1,理睬
2766,睜,目,13,zhēng,zang1〔爭〕,第二學習階段,,0,
2770,瞄,目,14,miɑ́o,miu4〔苗〕,第二學習階段,,1,瞄準
2773,睡,目,14,shuì,seoi6〔遂〕,第一學習階段,,8,睡衣、睡眠、睡覺、入睡、打瞌睡、沉睡、酣睡、熟睡
2774,瞎,目,15,xiɑ̄,hat6〔轄〕,第二學習階段,,1,瞎子
2777,瞌,目,15,kē,hap6〔合〕,第二學習階段,,1,打瞌睡
2778,瞞,目,16,mɑ́n,mun4〔門〕,第二學習階段,,1,隱瞞
2783,瞪,目,17,dèng,dang1〔登〕,第二學習階段,,1,目瞪口呆
2784,瞰,目,17,kɑ̀n,ham3〔勘〕,第二學習階段,,1,俯瞰
2785,瞭,目,17,liɑ̌o,liu4〔聊〕；liu5〔了〕,第二學習階段,,2,瞭如指掌、瞭解
2786,瞬,目,17,shùn,seon3〔信〕,第一學習階段,,4,瞬間、一瞬間、轉眼間、轉瞬間
2787,瞧,目,17,qiɑ́o,ciu4〔潮〕,第二學習階段,,0,
2790,瞻,目,18,zhɑ̄n,zim1〔尖〕,第二學習階段,,2,瞻仰、前瞻
2793,矗,目,24,chù,cuk1〔束〕,第二學習階段,,1,矗立
2794,矚,目,26,zhǔ,zuk1〔竹〕,第二學習階段,,1,矚目
2795,矛,矛,5,mɑ́o,maau4〔茅〕,第二學習階段,,1,矛盾
2799,知,矢,8,zhī,zi1〔支〕；zi3〔至〕,第一學習階段,,19,知名、知名度、知恥、知恩感戴、知道、知識、知識份子、知識分子、知覺、一無所知、不知不覺、不知所措、明知、得知、眾所周知、通知、無知、須知、鮮為人知
2800,矩,矢,10,jǔ,geoi2〔舉〕,第一學習階段,,1,規矩
2801,短,矢,12,duɑ̌n,dyun2〔段2〕,第一學習階段,,6,短促、短缺、短暫、短篇、長短、簡短
2802,矮,矢,13,ɑ̌i,ai2〔翳2〕,第一學習階段,,1,矮小
2803,矯,矢,17,jiɑ̌o,giu2〔繳〕,第二學習階段,,1,矯正
2804,石,石,5,shí,sek6〔碩〕,第一學習階段,,12,石子、石油、石窟、石像、石頭、大理石、化石、番石榴、磁石、寶石、巖石、鑽石
2806,研,石,9,yɑ́n,jin4〔言〕,第二學習階段,,6,研究、研討、研習、研製、科研、鑽研
2807,砌,石,9,qì,cai3〔齊3〕,第一學習階段,,0,
2808,砂,石,9,shɑ̄,saa1〔沙〕,第一學習階段,,1,砂糖
2809,砍,石,9,kɑ̌n,ham2〔坎〕,第一學習階段,,0,
2810,砰,石,10,pēng,ping1〔乒〕,第二學習階段,,0,
2814,破,石,10,pò,po3〔頗3〕,第一學習階段,,11,破產、破裂、破碎、破綻、破獲、破舊、破壞、破爛、打破、突破、爆破
